shrid2,park_status10,park_status20,park_status30
11-01-016-00064-004394,control,control,contaminator
11-01-016-00064-004395,control,contaminator,contaminator
11-01-016-00065-004397,control,contaminator,contaminator
11-01-016-00065-004398,control,contaminator,contaminator
11-01-016-00065-004399,control,contaminator,contaminator
11-01-016-00065-004400,control,contaminator,contaminator
11-01-016-00065-004401,control,contaminator,contaminator
11-01-016-00065-004402,contaminator,contaminator,contaminator
11-01-016-00065-004403,contaminator,contaminator,contaminator
11-01-016-00065-004404,control,contaminator,contaminator
11-01-016-00065-004405,contaminator,contaminator,contaminator
11-01-016-00065-004406,control,contaminator,contaminator
11-01-016-00065-004407,control,contaminator,contaminator
11-01-016-00065-004408,control,contaminator,contaminator
11-01-016-00065-004409,control,contaminator,contaminator
11-01-016-00065-004410,contaminator,contaminator,contaminator
11-01-016-00065-004411,contaminator,contaminator,contaminator
11-01-016-00065-004412,contaminator,contaminator,contaminator
11-01-016-00065-004413,contaminator,contaminator,contaminator
11-01-016-00065-004414,contaminator,contaminator,contaminator
11-01-016-00065-004415,contaminator,contaminator,contaminator
11-01-016-00065-004416,contaminator,contaminator,contaminator
11-01-016-00065-004417,contaminator,contaminator,contaminator
11-01-016-00065-004418,contaminator,contaminator,contaminator
11-01-016-00065-004419,contaminator,contaminator,contaminator
11-01-016-00065-004420,contaminator,contaminator,contaminator
11-01-016-00065-004421,contaminator,contaminator,contaminator
11-01-016-00065-004422,contaminator,contaminator,contaminator
11-01-016-00065-004423,contaminator,contaminator,contaminator
11-01-016-00065-004424,contaminator,contaminator,contaminator
11-01-016-00065-004425,contaminator,contaminator,contaminator
11-01-016-00065-004426,contaminator,contaminator,contaminator
11-01-016-00065-004427,contaminator,contaminator,contaminator
11-01-016-00065-004428,contaminator,contaminator,contaminator
11-01-016-00065-004429,contaminator,contaminator,contaminator
11-01-016-00065-004430,contaminator,contaminator,contaminator
11-01-016-00065-004431,contaminator,contaminator,contaminator
11-01-016-00065-004432,contaminator,contaminator,contaminator
11-01-016-00065-004433,control,contaminator,contaminator
11-01-016-00065-004434,control,contaminator,contaminator
11-01-016-00065-004435,control,contaminator,contaminator
11-01-016-00065-004436,control,contaminator,contaminator
11-01-016-00065-004437,control,contaminator,contaminator
11-01-016-00065-004438,control,contaminator,contaminator
11-01-016-00065-004439,control,contaminator,contaminator
11-01-016-00065-004440,contaminator,contaminator,contaminator
11-01-016-00065-004441,contaminator,contaminator,contaminator
11-01-016-00065-004442,contaminator,contaminator,contaminator
11-01-016-00065-004443,contaminator,contaminator,contaminator
11-01-016-00065-004444,contaminator,contaminator,contaminator
11-01-016-00065-004445,contaminator,contaminator,contaminator
11-01-016-00065-004446,contaminator,contaminator,contaminator
11-01-016-00065-004447,contaminator,contaminator,contaminator
11-01-016-00065-004448,contaminator,contaminator,contaminator
11-01-016-00065-004449,contaminator,contaminator,contaminator
11-01-016-00065-004450,contaminator,contaminator,contaminator
11-01-016-00065-004451,contaminator,contaminator,contaminator
11-01-016-00065-004452,contaminator,contaminator,contaminator
11-01-016-00065-004453,contaminator,contaminator,contaminator
11-01-016-00065-004454,contaminator,contaminator,contaminator
11-01-016-00065-004455,contaminator,contaminator,contaminator
11-01-016-00065-004456,contaminator,contaminator,contaminator
11-01-016-00065-004457,contaminator,contaminator,contaminator
11-01-016-00065-004458,contaminator,contaminator,contaminator
11-01-016-00065-004459,contaminator,contaminator,contaminator
11-01-016-00065-004460,contaminator,contaminator,contaminator
11-01-016-00065-004461,contaminator,contaminator,contaminator
11-01-016-00065-004462,contaminator,contaminator,contaminator
11-01-016-00065-004463,contaminator,contaminator,contaminator
11-01-016-00065-004464,contaminator,contaminator,contaminator
11-01-016-00065-004465,contaminator,contaminator,contaminator
11-01-016-00065-004466,contaminator,contaminator,contaminator
11-01-016-00065-004467,contaminator,contaminator,contaminator
11-01-016-00065-004468,contaminator,contaminator,contaminator
11-01-016-00065-004469,contaminator,contaminator,contaminator
11-01-016-00065-004470,contaminator,contaminator,contaminator
11-01-016-00065-004471,contaminator,contaminator,contaminator
11-01-016-00065-004472,contaminator,contaminator,contaminator
11-01-016-00065-004473,contaminator,contaminator,contaminator
11-01-016-00065-004474,contaminator,contaminator,contaminator
11-01-016-00065-004475,contaminator,contaminator,contaminator
11-01-016-00065-004476,contaminator,contaminator,contaminator
11-01-016-00065-004477,contaminator,contaminator,contaminator
11-01-016-00065-004478,contaminator,contaminator,contaminator
11-01-016-00065-004479,contaminator,contaminator,contaminator
11-01-016-00065-004480,contaminator,contaminator,contaminator
11-01-016-00065-004481,treated,treated,treated
11-01-016-00065-004482,contaminator,contaminator,contaminator
11-01-016-00065-004483,contaminator,contaminator,contaminator
11-01-016-00065-004484,contaminator,contaminator,contaminator
11-01-016-00065-004485,contaminator,contaminator,contaminator
11-01-016-00065-004486,contaminator,contaminator,contaminator
11-01-016-00065-004487,contaminator,contaminator,contaminator
11-01-016-00065-004488,contaminator,contaminator,contaminator
11-01-016-00065-004489,contaminator,contaminator,contaminator
11-01-016-00065-004490,contaminator,contaminator,contaminator
11-01-016-00065-004491,contaminator,contaminator,contaminator
11-01-016-00065-004492,contaminator,contaminator,contaminator
11-01-016-00065-004493,contaminator,contaminator,contaminator
11-01-016-00065-004494,contaminator,contaminator,contaminator
11-01-016-00065-004495,contaminator,contaminator,contaminator
11-01-016-00065-004496,contaminator,contaminator,contaminator
11-01-016-00065-004497,contaminator,contaminator,contaminator
11-01-016-00065-004498,contaminator,contaminator,contaminator
11-01-016-00065-004499,contaminator,contaminator,contaminator
11-01-016-00065-004500,contaminator,contaminator,contaminator
11-01-016-00065-004501,contaminator,contaminator,contaminator
11-01-016-00065-004502,contaminator,contaminator,contaminator
11-01-016-00065-004503,contaminator,contaminator,contaminator
11-01-016-00065-004504,contaminator,contaminator,contaminator
11-01-016-00065-004506,contaminator,contaminator,contaminator
11-01-016-00065-004507,contaminator,contaminator,contaminator
11-01-016-00065-004508,contaminator,contaminator,contaminator
11-01-016-00065-004509,contaminator,contaminator,contaminator
11-01-016-00065-004510,contaminator,contaminator,contaminator
11-01-016-00065-004511,contaminator,contaminator,contaminator
11-01-016-00065-004512,contaminator,contaminator,contaminator
11-01-016-00065-004513,contaminator,contaminator,contaminator
11-01-016-00065-004514,contaminator,contaminator,contaminator
11-01-016-00065-800050,contaminator,contaminator,contaminator
11-01-017-00066-004516,control,contaminator,contaminator
11-01-017-00066-004517,control,contaminator,contaminator
11-01-017-00066-004518,control,contaminator,contaminator
11-01-017-00066-004519,control,contaminator,contaminator
11-01-017-00066-004520,contaminator,contaminator,contaminator
11-01-017-00066-004521,contaminator,contaminator,contaminator
11-01-017-00066-004522,contaminator,contaminator,contaminator
11-01-017-00066-004523,contaminator,contaminator,contaminator
11-01-017-00066-004525,control,contaminator,contaminator
11-01-017-00066-004526,control,contaminator,contaminator
11-01-017-00066-004527,control,contaminator,contaminator
11-01-017-00066-004528,control,contaminator,contaminator
11-01-017-00066-004529,control,contaminator,contaminator
11-01-017-00066-004530,control,contaminator,contaminator
11-01-017-00066-004531,control,contaminator,contaminator
11-01-017-00066-004532,control,contaminator,contaminator
11-01-017-00066-004533,control,contaminator,contaminator
11-01-017-00066-004534,control,contaminator,contaminator
11-01-017-00066-004535,control,contaminator,contaminator
11-01-017-00066-004536,control,contaminator,contaminator
11-01-017-00066-004537,control,contaminator,contaminator
11-01-017-00066-004538,control,control,contaminator
11-01-017-00066-004539,control,contaminator,contaminator
11-01-017-00066-004540,control,control,contaminator
11-01-017-00066-004541,control,control,contaminator
11-01-017-00066-004542,control,control,contaminator
11-01-017-00066-004543,control,control,contaminator
11-01-017-00066-004544,control,control,contaminator
11-01-017-00066-004545,control,control,contaminator
11-01-017-00066-004546,control,control,contaminator
11-01-017-00066-004547,control,control,contaminator
11-01-017-00066-004548,control,control,contaminator
11-01-017-00066-800051,control,contaminator,contaminator
11-01-017-00067-004550,control,control,contaminator
11-01-017-00067-004551,control,control,control
11-01-017-00067-004552,control,control,control
11-01-017-00067-004553,control,control,contaminator
11-01-017-00067-004554,control,control,control
11-01-017-00067-004555,control,control,control
11-01-017-00067-004556,control,control,control
11-01-017-00067-004557,control,control,control
11-01-017-00067-004558,control,control,control
11-01-017-00067-004559,control,control,control
11-01-017-00067-004560,control,control,control
11-01-017-00067-004561,control,control,control
11-01-017-00067-004562,control,control,control
11-01-017-00067-004563,control,control,control
11-01-017-00067-004564,control,control,control
11-01-017-00067-004565,control,control,control
11-01-017-00067-004566,control,control,control
11-01-017-00067-004567,control,control,control
11-01-017-00067-004568,control,control,control
11-01-017-00067-004569,control,control,control
11-01-017-00067-004570,control,control,control
11-01-017-00067-004571,control,control,control
11-01-017-00067-004572,control,control,control
11-01-017-00067-004573,control,control,control
11-01-017-00067-004574,control,control,control
11-01-017-00067-004575,control,control,control
11-01-017-00067-004576,control,control,control
11-01-017-00067-004577,control,control,control
11-01-017-00067-004578,control,control,control
11-01-017-00067-004579,control,control,control
11-01-017-00067-004580,control,control,control
11-01-017-00067-004581,control,control,control
11-01-017-00067-004582,control,control,control
11-01-017-00067-004583,control,control,contaminator
11-01-017-00067-004584,control,control,control
11-01-017-00067-004585,control,control,contaminator
11-01-017-00067-004586,control,control,contaminator
11-01-017-00067-004587,control,control,contaminator
11-01-017-00067-004588,control,control,contaminator
11-01-017-00067-004589,control,control,contaminator
11-01-017-00067-004590,control,control,contaminator
11-01-017-00067-004591,control,control,contaminator
11-01-017-00067-004592,control,control,contaminator
11-01-017-00067-004593,control,control,contaminator
11-01-017-00067-004594,control,control,contaminator
11-01-017-00067-004595,control,control,contaminator
11-01-017-00067-004596,control,control,contaminator
11-01-017-00067-004597,control,control,contaminator
11-01-017-00067-004599,control,control,contaminator
11-01-017-00067-004600,control,control,contaminator
11-01-017-00067-004601,control,control,contaminator
11-01-017-00067-004602,control,control,contaminator
11-01-017-00067-004603,control,control,contaminator
11-01-017-00067-004604,control,control,contaminator
11-01-017-00067-004605,control,control,contaminator
11-01-017-00067-004606,control,control,control
11-01-017-00067-004607,control,control,control
11-01-017-00067-004608,control,control,control
11-01-017-00067-004609,control,control,control
11-01-017-00067-004610,control,control,control
11-01-017-00067-004611,control,control,control
11-01-017-00067-004612,control,control,control
11-01-017-00067-004613,control,control,control
11-01-017-00067-004614,control,control,control
11-01-017-00067-004615,control,control,control
11-01-017-00067-004616,control,control,control
11-01-017-00067-004617,control,control,control
11-01-017-00067-004618,control,control,control
11-01-017-00067-004619,control,control,control
11-01-017-00067-004644,control,control,control
11-01-017-00067-800052,control,control,control
11-01-017-00067-800053,control,control,contaminator
11-01-018-00068-004645,contaminator,contaminator,contaminator
11-01-018-00068-004646,contaminator,contaminator,contaminator
11-01-018-00068-004647,contaminator,contaminator,contaminator
11-01-018-00068-004648,contaminator,contaminator,contaminator
11-01-018-00068-004649,contaminator,contaminator,contaminator
11-01-018-00068-004650,contaminator,contaminator,contaminator
11-01-018-00068-004651,contaminator,contaminator,contaminator
11-01-018-00068-004652,contaminator,contaminator,contaminator
11-01-018-00068-004653,contaminator,contaminator,contaminator
11-01-018-00068-004654,contaminator,contaminator,contaminator
11-01-018-00068-004655,contaminator,contaminator,contaminator
11-01-018-00068-004656,contaminator,contaminator,contaminator
11-01-018-00068-004657,control,contaminator,contaminator
11-01-018-00068-004658,control,contaminator,contaminator
11-01-018-00068-004659,control,contaminator,contaminator
11-01-018-00068-004660,control,contaminator,contaminator
11-01-018-00068-004661,control,contaminator,contaminator
11-01-018-00068-004662,control,contaminator,contaminator
11-01-018-00068-004663,control,contaminator,contaminator
11-01-018-00068-004664,control,contaminator,contaminator
11-01-018-00068-004665,contaminator,contaminator,contaminator
11-01-018-00068-004666,contaminator,contaminator,contaminator
11-01-018-00068-004667,contaminator,contaminator,contaminator
11-01-018-00068-004668,treated,treated,treated
11-01-018-00068-004669,contaminator,contaminator,contaminator
11-01-018-00068-004670,contaminator,contaminator,contaminator
11-01-018-00068-004671,contaminator,contaminator,contaminator
11-01-018-00068-004672,contaminator,contaminator,contaminator
11-01-018-00068-004673,contaminator,contaminator,contaminator
11-01-018-00068-004674,contaminator,contaminator,contaminator
11-01-018-00068-004675,contaminator,contaminator,contaminator
11-01-018-00068-004676,contaminator,contaminator,contaminator
11-01-018-00068-004677,contaminator,contaminator,contaminator
11-01-018-00068-004678,contaminator,contaminator,contaminator
11-01-018-00068-004679,contaminator,contaminator,contaminator
11-01-018-00068-004680,contaminator,contaminator,contaminator
11-01-018-00068-004681,contaminator,contaminator,contaminator
11-01-018-00068-004682,contaminator,contaminator,contaminator
11-01-018-00068-004683,contaminator,contaminator,contaminator
11-01-018-00068-004684,contaminator,contaminator,contaminator
11-01-018-00068-004685,contaminator,contaminator,contaminator
11-01-018-00068-004686,contaminator,contaminator,contaminator
11-01-018-00068-004687,contaminator,contaminator,contaminator
11-01-018-00068-004688,contaminator,contaminator,contaminator
11-01-018-00068-004689,contaminator,contaminator,contaminator
11-01-018-00068-004690,control,contaminator,contaminator
11-01-018-00068-004691,control,contaminator,contaminator
11-01-018-00068-004692,contaminator,contaminator,contaminator
11-01-018-00068-004693,control,contaminator,contaminator
11-01-018-00068-004694,control,contaminator,contaminator
11-01-018-00068-004695,control,contaminator,contaminator
11-01-018-00068-004696,control,contaminator,contaminator
11-01-018-00068-004698,control,contaminator,contaminator
11-01-018-00068-004699,control,contaminator,contaminator
11-01-018-00068-004700,control,contaminator,contaminator
11-01-018-00068-004701,control,contaminator,contaminator
11-01-018-00068-004702,control,contaminator,contaminator
11-01-018-00068-004703,control,contaminator,contaminator
11-01-018-00068-004704,control,contaminator,contaminator
11-01-018-00068-004705,control,contaminator,contaminator
11-01-018-00068-004706,control,contaminator,contaminator
11-01-018-00068-004707,control,contaminator,contaminator
11-01-018-00068-004708,control,contaminator,contaminator
11-01-018-00068-004709,control,contaminator,contaminator
11-01-018-00068-004710,control,contaminator,contaminator
11-01-018-00068-004711,control,contaminator,contaminator
11-01-018-00068-004712,control,control,contaminator
11-01-018-00068-004713,control,control,contaminator
11-01-018-00068-004714,control,control,contaminator
11-01-018-00068-004715,control,contaminator,contaminator
11-01-018-00068-004716,control,contaminator,contaminator
11-01-018-00068-004717,control,contaminator,contaminator
11-01-018-00068-004718,control,contaminator,contaminator
11-01-018-00068-004719,control,contaminator,contaminator
11-01-018-00068-004720,control,contaminator,contaminator
11-01-018-00068-004721,control,contaminator,contaminator
11-01-018-00068-004722,control,contaminator,contaminator
11-01-018-00068-004723,control,contaminator,contaminator
11-01-018-00068-004724,control,control,contaminator
11-01-018-00068-004725,control,control,contaminator
11-01-018-00068-004726,control,control,contaminator
11-01-018-00068-004727,control,control,contaminator
11-01-018-00068-800054,contaminator,contaminator,contaminator
11-01-018-00069-004729,control,control,control
11-01-018-00069-004730,control,control,control
11-01-018-00069-004731,control,control,control
11-01-018-00069-004732,control,control,control
11-01-018-00069-004733,control,control,control
11-01-018-00069-004734,control,control,control
11-01-018-00069-004735,control,control,control
11-01-018-00069-004736,control,control,control
11-01-018-00069-004737,control,control,control
11-01-018-00069-004738,control,control,control
11-01-018-00069-004739,control,control,control
11-01-018-00069-004740,control,control,control
11-01-018-00069-004741,control,control,control
11-01-018-00069-004742,control,control,control
11-01-018-00069-004743,control,control,control
11-01-018-00069-004744,control,control,control
11-01-018-00069-004745,control,control,control
11-01-018-00069-004746,control,control,contaminator
11-01-018-00069-004747,control,control,contaminator
11-01-018-00069-004748,control,control,contaminator
11-01-018-00069-004749,control,control,contaminator
11-01-018-00069-004750,control,control,contaminator
11-01-018-00069-004751,control,contaminator,contaminator
11-01-018-00069-004752,control,contaminator,contaminator
11-01-018-00069-004753,control,contaminator,contaminator
11-01-018-00069-004754,control,contaminator,contaminator
11-01-018-00069-004755,control,contaminator,contaminator
11-01-018-00070-004756,control,contaminator,contaminator
11-01-018-00070-004757,control,contaminator,contaminator
11-01-018-00070-004758,control,contaminator,contaminator
11-01-018-00070-004759,control,control,contaminator
11-01-018-00070-004760,control,contaminator,contaminator
11-01-018-00070-004761,control,contaminator,contaminator
11-01-018-00070-004762,control,contaminator,contaminator
11-01-018-00070-004763,contaminator,contaminator,contaminator
11-01-018-00070-004764,contaminator,contaminator,contaminator
11-01-018-00070-004765,control,contaminator,contaminator
11-01-018-00070-004766,contaminator,contaminator,contaminator
11-01-018-00070-004767,contaminator,contaminator,contaminator
11-01-018-00070-004768,contaminator,contaminator,contaminator
11-01-018-00070-004769,contaminator,contaminator,contaminator
11-01-018-00071-004770,control,control,contaminator
11-01-018-00071-004771,control,control,contaminator
11-01-018-00071-004772,control,control,control
11-01-018-00071-004773,control,control,control
11-01-018-00071-004774,control,control,control
11-01-018-00071-004775,control,control,control
11-01-018-00071-004776,control,control,control
11-01-018-00071-004777,control,control,control
11-01-018-00071-004778,control,control,control
11-01-018-00071-004779,control,control,control
11-01-018-00071-004780,control,control,control
11-01-018-00071-004781,control,control,control
11-01-018-00071-004782,control,control,control
11-01-018-00071-004783,control,control,control
11-01-018-00071-004784,control,control,control
11-01-018-00071-004785,control,control,control
11-01-018-00071-004786,control,control,control
11-01-018-00071-004787,control,control,control
11-01-018-00071-004788,control,control,control
11-01-018-00071-004789,control,control,control
11-01-018-00071-004790,control,control,control
11-01-018-00071-004791,control,control,control
11-01-018-00071-004792,control,control,control
11-01-018-00071-004793,control,control,control
11-01-018-00071-004794,control,control,control
11-01-018-00071-004795,control,control,control
11-01-018-00071-004796,control,control,control
11-01-018-00071-004797,control,control,control
11-01-018-00071-004798,control,control,control
11-01-018-00071-004799,control,control,control
11-01-018-00071-004800,control,control,contaminator
11-01-018-00071-004801,control,control,contaminator
11-01-019-00072-004802,control,control,contaminator
11-01-019-00072-004803,control,control,contaminator
11-01-019-00072-004804,control,control,contaminator
11-01-019-00072-004805,control,control,contaminator
11-01-019-00072-004806,control,control,contaminator
11-01-019-00072-004807,control,control,contaminator
11-01-019-00072-004808,control,control,contaminator
11-01-019-00072-004809,control,control,contaminator
11-01-019-00072-004810,control,control,contaminator
11-01-019-00072-004811,control,control,contaminator
11-01-019-00072-004812,control,contaminator,contaminator
11-01-019-00072-004813,control,contaminator,contaminator
11-01-019-00072-004814,control,control,contaminator
11-01-019-00072-004815,control,control,contaminator
11-01-019-00072-004816,control,control,contaminator
11-01-019-00072-004817,control,control,contaminator
11-01-019-00072-004818,control,control,contaminator
11-01-019-00072-004819,control,control,contaminator
11-01-019-00072-004820,control,control,contaminator
11-01-019-00072-004821,control,control,contaminator
11-01-019-00072-004822,control,control,contaminator
11-01-019-00072-004823,control,control,contaminator
11-01-019-00072-004824,control,control,contaminator
11-01-019-00072-004825,control,control,contaminator
11-01-019-00072-004826,control,control,contaminator
11-01-019-00072-004827,control,control,contaminator
11-01-019-00072-004828,control,control,contaminator
11-01-019-00072-004829,control,control,contaminator
11-01-019-00072-004830,control,control,contaminator
11-01-019-00072-004831,control,contaminator,contaminator
11-01-019-00072-004832,control,contaminator,contaminator
11-01-019-00072-004833,control,contaminator,contaminator
11-01-019-00072-004834,control,contaminator,contaminator
11-01-019-00072-004835,control,contaminator,contaminator
11-01-019-00072-004836,control,contaminator,contaminator
11-01-019-00072-004837,control,contaminator,contaminator
11-01-019-00072-004838,control,contaminator,contaminator
11-01-019-00072-004839,control,contaminator,contaminator
11-01-019-00072-004840,control,contaminator,contaminator
11-01-019-00072-004841,control,contaminator,contaminator
11-01-019-00072-004842,control,contaminator,contaminator
11-01-019-00072-004843,contaminator,contaminator,contaminator
11-01-019-00072-004844,control,contaminator,contaminator
11-01-019-00072-004845,control,contaminator,contaminator
11-01-019-00072-004846,control,contaminator,contaminator
11-01-019-00072-004847,control,contaminator,contaminator
11-01-019-00072-004848,contaminator,contaminator,contaminator
11-01-019-00072-004849,control,contaminator,contaminator
11-01-019-00072-004850,control,contaminator,contaminator
11-01-019-00072-004851,control,contaminator,contaminator
11-01-019-00072-004852,control,contaminator,contaminator
11-01-019-00072-004853,control,contaminator,contaminator
11-01-019-00072-004854,control,contaminator,contaminator
11-01-019-00072-004855,control,contaminator,contaminator
11-01-019-00072-004856,control,contaminator,contaminator
11-01-019-00072-004857,control,contaminator,contaminator
11-01-019-00072-004858,control,contaminator,contaminator
11-01-019-00072-004859,contaminator,contaminator,contaminator
11-01-019-00072-004860,contaminator,contaminator,contaminator
11-01-019-00072-004861,contaminator,contaminator,contaminator
11-01-019-00072-004862,contaminator,contaminator,contaminator
11-01-019-00072-004863,contaminator,contaminator,contaminator
11-01-019-00072-004864,contaminator,contaminator,contaminator
11-01-019-00072-004865,contaminator,contaminator,contaminator
11-01-019-00072-004866,contaminator,contaminator,contaminator
11-01-019-00072-004867,contaminator,contaminator,contaminator
11-01-019-00072-004868,contaminator,contaminator,contaminator
11-01-019-00072-004869,contaminator,contaminator,contaminator
11-01-019-00072-004870,contaminator,contaminator,contaminator
11-01-019-00072-004871,contaminator,contaminator,contaminator
11-01-019-00072-004873,contaminator,contaminator,contaminator
11-01-019-00072-004874,contaminator,contaminator,contaminator
11-01-019-00072-004875,contaminator,contaminator,contaminator
11-01-019-00072-004876,contaminator,contaminator,contaminator
11-01-019-00072-004877,contaminator,contaminator,contaminator
11-01-019-00072-004878,contaminator,contaminator,contaminator
11-01-019-00072-004879,contaminator,contaminator,contaminator
11-01-019-00072-004880,contaminator,contaminator,contaminator
11-01-019-00072-004881,contaminator,contaminator,contaminator
11-01-019-00072-004882,contaminator,contaminator,contaminator
11-01-019-00072-004884,contaminator,contaminator,contaminator
11-01-019-00072-004885,contaminator,contaminator,contaminator
11-01-019-00072-004886,contaminator,contaminator,contaminator
11-01-019-00072-004887,contaminator,contaminator,contaminator
11-01-019-00072-004888,contaminator,contaminator,contaminator
11-01-019-00072-004889,control,contaminator,contaminator
11-01-019-00072-004890,contaminator,contaminator,contaminator
11-01-019-00072-004891,contaminator,contaminator,contaminator
11-01-019-00072-004892,control,contaminator,contaminator
11-01-019-00072-004893,contaminator,contaminator,contaminator
11-01-019-00072-004894,contaminator,contaminator,contaminator
11-01-019-00072-004895,contaminator,contaminator,contaminator
11-01-019-00072-004896,contaminator,contaminator,contaminator
11-01-019-00072-004897,contaminator,contaminator,contaminator
11-01-019-00072-004898,contaminator,contaminator,contaminator
11-01-019-00072-004899,contaminator,contaminator,contaminator
11-01-019-00072-004900,contaminator,contaminator,contaminator
11-01-019-00072-004901,contaminator,contaminator,contaminator
11-01-019-00072-004902,contaminator,contaminator,contaminator
11-01-019-00072-004903,contaminator,contaminator,contaminator
11-01-019-00072-004904,contaminator,contaminator,contaminator
11-01-019-00072-004905,contaminator,contaminator,contaminator
11-01-019-00072-004906,contaminator,contaminator,contaminator
11-01-019-00072-004907,contaminator,contaminator,contaminator
11-01-019-00072-004908,contaminator,contaminator,contaminator
11-01-019-00072-004909,contaminator,contaminator,contaminator
11-01-019-00072-004910,contaminator,contaminator,contaminator
11-01-019-00072-004911,contaminator,contaminator,contaminator
11-01-019-00072-004912,contaminator,contaminator,contaminator
11-01-019-00072-004913,contaminator,contaminator,contaminator
11-01-019-00072-004915,contaminator,contaminator,contaminator
11-01-019-00072-004916,contaminator,contaminator,contaminator
11-01-019-00072-004917,contaminator,contaminator,contaminator
11-01-019-00072-004918,contaminator,contaminator,contaminator
11-01-019-00072-004919,contaminator,contaminator,contaminator
11-01-019-00072-004920,contaminator,contaminator,contaminator
11-01-019-00072-004921,contaminator,contaminator,contaminator
11-01-019-00072-004922,contaminator,contaminator,contaminator
11-01-019-00072-004923,contaminator,contaminator,contaminator
11-01-019-00072-004924,contaminator,contaminator,contaminator
11-01-019-00072-004925,contaminator,contaminator,contaminator
11-01-019-00072-004926,contaminator,contaminator,contaminator
11-01-019-00072-004927,contaminator,contaminator,contaminator
11-01-019-00072-004928,contaminator,contaminator,contaminator
11-01-019-00072-004929,contaminator,contaminator,contaminator
11-01-019-00072-004930,contaminator,contaminator,contaminator
11-01-019-00072-004931,contaminator,contaminator,contaminator
11-01-019-00072-004932,contaminator,contaminator,contaminator
11-01-019-00072-004933,contaminator,contaminator,contaminator
11-01-019-00072-004934,contaminator,contaminator,contaminator
11-01-019-00072-004935,contaminator,contaminator,contaminator
11-01-019-00072-004936,contaminator,contaminator,contaminator
11-01-019-00072-004937,contaminator,contaminator,contaminator
11-01-019-00072-004938,contaminator,contaminator,contaminator
11-01-019-00072-004939,contaminator,contaminator,contaminator
11-01-019-00072-004940,contaminator,contaminator,contaminator
11-01-019-00072-004941,contaminator,contaminator,contaminator
11-01-019-00072-004942,contaminator,contaminator,contaminator
11-01-019-00072-004943,contaminator,contaminator,contaminator
11-01-019-00072-004944,contaminator,contaminator,contaminator
11-01-019-00072-004945,contaminator,contaminator,contaminator
11-01-019-00072-004946,contaminator,contaminator,contaminator
11-01-019-00072-004947,contaminator,contaminator,contaminator
11-01-019-00072-004948,contaminator,contaminator,contaminator
11-01-019-00072-004949,contaminator,contaminator,contaminator
11-01-019-00072-004950,contaminator,contaminator,contaminator
11-01-019-00072-004951,contaminator,contaminator,contaminator
11-01-019-00072-004952,contaminator,contaminator,contaminator
11-01-019-00072-004954,contaminator,contaminator,contaminator
11-01-019-00072-004955,treated,treated,treated
11-01-019-00072-800055,contaminator,contaminator,contaminator
11-01-019-00073-004981,control,contaminator,contaminator
11-01-019-00073-004982,control,contaminator,contaminator
11-01-019-00073-004983,control,contaminator,contaminator
11-01-019-00073-004984,control,contaminator,contaminator
11-01-019-00073-004985,control,contaminator,contaminator
11-01-019-00073-004986,control,contaminator,contaminator
11-01-019-00073-004987,control,control,contaminator
11-01-019-00073-004988,control,control,contaminator
11-01-019-00073-004989,control,contaminator,contaminator
11-01-019-00073-004990,control,control,contaminator
11-01-019-00073-004991,control,control,contaminator
11-01-019-00073-004992,control,control,contaminator
11-01-019-00073-004993,control,control,contaminator
11-01-019-00073-004994,control,control,contaminator
11-01-019-00073-004995,control,control,contaminator
11-01-019-00073-004996,control,contaminator,contaminator
11-01-019-00073-004997,control,contaminator,contaminator
11-01-019-00073-004998,control,contaminator,contaminator
11-01-019-00073-004999,control,contaminator,contaminator
11-01-019-00073-005000,control,contaminator,contaminator
11-01-019-00073-005001,control,contaminator,contaminator
11-01-019-00073-005002,control,contaminator,contaminator
11-01-019-00073-005003,control,contaminator,contaminator
11-01-019-00073-005004,control,contaminator,contaminator
11-01-019-00073-005005,control,contaminator,contaminator
11-01-019-00073-005006,control,contaminator,contaminator
11-01-019-00073-005007,control,contaminator,contaminator
11-01-019-00073-005008,control,contaminator,contaminator
11-01-019-00073-005009,control,contaminator,contaminator
11-01-019-00073-005010,control,contaminator,contaminator
11-01-019-00073-005011,contaminator,contaminator,contaminator
11-01-019-00073-005012,control,contaminator,contaminator
11-01-019-00073-005013,control,contaminator,contaminator
11-01-019-00073-005014,control,contaminator,contaminator
11-01-019-00073-005015,control,contaminator,contaminator
11-01-019-00073-005016,control,control,contaminator
11-01-019-00073-005017,control,contaminator,contaminator
11-01-019-00073-005018,control,control,contaminator
11-01-019-00073-005019,control,control,contaminator
11-01-019-00073-005020,control,control,contaminator
11-01-019-00073-005021,control,contaminator,contaminator
11-01-019-00073-005022,control,contaminator,contaminator
11-01-019-00073-005023,control,contaminator,contaminator
11-01-019-00073-005024,control,control,contaminator
11-01-019-00073-005025,control,contaminator,contaminator
11-01-019-00073-005026,control,contaminator,contaminator
11-01-019-00073-800056,control,control,contaminator
11-01-019-00073-800057,control,contaminator,contaminator
11-01-019-00074-005028,contaminator,contaminator,contaminator
11-01-019-00074-005029,contaminator,contaminator,contaminator
11-01-019-00074-005030,contaminator,contaminator,contaminator
11-01-019-00074-005031,contaminator,contaminator,contaminator
11-01-019-00074-005032,contaminator,contaminator,contaminator
11-01-019-00074-005033,contaminator,contaminator,contaminator
